#SOCIAL
CharAuto    You try to bite yourself.~
OthersAuto  $n tries in vain to bite $mself.~
NotFound    No neck like that around here!~
End

#SOCIAL
Name        bkiss~
CharNoArg   Blow a kiss to whom?~
OthersNoArg $n blows at $s hand.~
CharFound   You blow a kiss to $M.~
OthersFound $n blows a kiss to $N.  Touching, ain't it?~
VictFound   $n blows a kiss to you.  Not as good as a real one, huh?~
CharAuto    You blow a kiss to yourself.~
OthersAuto  $n blows a kiss to $mself.  Weird.~
End

#SOCIAL
Name        blame~
CharNoArg   You look for someone to blame.~
OthersNoArg $n looks around for someone to blame.~
CharFound   You scold $M sternly.~
OthersFound $n scolds $N sternly for what $E did.~
VictFound   $n scolds you sternly for what you did.~
CharAuto    You scold yourself for acting so brashly.~
OthersAuto  $n scolds $mself harshly.~
NotFound    Your victim has sneaked away.~
End

#SOCIAL
Name        bleed~
CharNoArg   You're making an awful mess of the floor.... :(~
OthersNoArg $n bleeds heavily on the ground, making it a big mess.~
CharFound   You make $M bleed into a bucket. Should be a couple of pints there.~
OthersFound $n squeezes a few pints of blood out of $N. What a cruel spectacle.~
VictFound   $n makes you bleed a pint or two, making you feel very tired.....~
CharAuto    You cut your wrists and slowly bleed to death.~
OthersAuto  $n cuts $s wrists and slowly fades away.~
NotFound    Sorry...You got to get your blood elsewhere, buddy.~
End

#SOCIAL
Name        blink~
CharNoArg   You blink your eyes in wonder.~
OthersNoArg $n blinks $s eyes in wonder.~
CharFound   You blink your eyes in wonder at $N's actions.~
OthersFound $n blinks $s eyes in wonder at $N's actions.~
VictFound   $n blinks $s eyes in wonder at your actions.~
CharAuto    In I Dream of Jeanie style you fold your arms and blink, darn they are all still here.~
OthersAuto  $n folds $s hands and blinks, what is this I Dream of Jeanie?~
NotFound    You blink your eyes in wonder wondering where that person is.~
End

#SOCIAL
Name        blow~
CharNoArg   Your cheeks puff out with exertion.~
OthersNoArg $n puffs out $s cheeks like a blowfish.~
CharFound   You blow softly in $S ear.~
OthersFound $n blows softly in $N's ear.~
VictFound   $n blows softly in your ear.~
CharAuto    You try & try but you just can't seem to do it.~
OthersAuto  $n tries to blow in $s own ear, but can't seem to do it!~
NotFound    Sorry, can't find your lover here.~
End

#SOCIAL
Name        blush~
CharNoArg   Your cheeks are burning.~
OthersNoArg $n blushes.~
End

#SOCIAL
Name        boast~
CharNoArg   You boast about your impressive conquests.~
OthersNoArg $n boasts about $s impressive conquests.~
CharFound   You boast about you past deeds to $M.~
OthersFound $n boasts about $s past deeds to $N.~
VictFound   $n boasts about $s past deeds to you.~
CharAuto    You boast to yourself about your glorious deeds.~
OthersAuto  $n boasts to $mself about $s glorious deeds.  (Quite annoying...)~
NotFound    They could care less -- they aren't even here!~
End

#SOCIAL
Name        bonk~
CharNoArg   Bonk who?~
OthersNoArg $n looks for someone to bonk on the head.~
CharFound   You bonk $M on the head.~
OthersFound $n bonks $N on the head.~
VictFound   $n bonks you on the head.~
CharAuto    You bonk yourself on the head.~
OthersAuto  $n bonks $mself on the head.~
NotFound    The noggin has to be available first, doughhead.~
End

#SOCIAL
Name        bounce~
CharNoArg   BOIINNNNNNGG!~
OthersNoArg $n bounces around.~
CharFound   You grab $N and bounce around with $M joyfully.~
OthersFound $n grabs hold of $N and starts bouncing around with $M.~
VictFound   $n takes you out for a joyful bounce.  BOOOIIIINNNNGG!~
CharAuto    You somersault around the room.~
OthersAuto  $n does somersaults of joy around the room.~
NotFound    Ah, well, no-one here by that name, too bad :(~
End

#SOCIAL
Name        bow~
CharNoArg   You bow deeply.~
OthersNoArg $n bows deeply.~
CharFound   You bow before $M.~
OthersFound $n bows before $N.~
VictFound   $n bows before you.~
CharAuto    You kiss your toes.~
OthersAuto  $n folds up like a jacknife and kisses $s own toes.~
NotFound    Who's that?~
End

#SOCIAL
Name        brb~
CharNoArg   You announce that you will be right back.~
OthersNoArg $n says in a stern voice, 'I'll be back!'~
CharFound   You announce to $M that you will be right back.~
OthersFound $n says to $N in a stern voice, 'I'll be back!'~
VictFound   $n says to you in a stern voice, 'I'll be right back!'~
CharAuto    You mumble to yourself, 'I'll be right back'~
OthersAuto  $n mumbles to $mself, 'I'll be right back, won't I?'~
End

#SOCIAL
Name        burp~
CharNoArg   You burp loudly.~
OthersNoArg $n burps loudly.~
CharFound   You burp loudly in $S face.~
OthersFound $n burps loudly in $N's face.~
VictFound   $n burps in your face, how rude!        ~
CharAuto    You let out a loud burp and smell the fumes.~
OthersAuto  $n attempts to burp on $mself.~
NotFound    So much gas, nobody to burp on.~
End

#SOCIAL
Name        bustyhug~
CharNoArg   Who do you want to give a big busty hug to?~
OthersNoArg $n wants to give a big busty hug, better hope it's you.~
CharFound   You give $N a big busty hug!~
OthersFound $n gives $N a big busty hug!~
VictFound   $n gives you a big busty hug! Lucky.~
CharAuto    You give yourself a big busty hug, you can't survive it!~
OthersAuto  $n gives $mself a big busty hug. $e must be VERY lonely.~
End

#SOCIAL
Name        cackle~
CharNoArg   You cackle gleefully.~
OthersNoArg $n throws back $s head and cackles with insane glee!~
CharFound   You spitefully cackle right in $S face.~
OthersFound $n cackles spitefully at $N.~
VictFound   $n cackles patronizingly right in your face!~
CharAuto    You patronize yourself down to the boots, he he he.~
OthersAuto  $n seems to hate $s own guts.~
NotFound    Hmmm, no-one here answering to that name, Schmuck!~
End

#SOCIAL
Name        calm~
CharNoArg   Who needs to be calmed down?~
OthersNoArg $n looks around for someone to calm down.~
CharFound   You attempt to calm $M down.~
OthersFound $n attempts to calm $N down.~
VictFound   $n attempts to calm you down.~
CharAuto    You attempt to calm yourself down, deep breaths, in and out, in and out.~
OthersAuto  $n attempts to calm $mself down.~
NotFound    Relax...  They aren't even here.~
End

#SOCIAL
Name        caress~
CharNoArg   Who would you like to caress?~
OthersNoArg $n looks around for someone to caress.~
CharFound   You softly caress $S body.~
OthersFound $n softly caresses $N's body.~
VictFound   $n softly caresses your body.~
CharAuto    You softly caress your body.~
OthersAuto  $n softly caresses $mself, interesting.~
NotFound    Alas, their body is not present to caress.~
End

#SOCIAL
Name        catapult~
CharNoArg   Your catapult fizzles out, having no object.~
OthersNoArg $n's catapult fizzles out, having no object to use.~
CharFound   Your catapult launches $N flying head over heels through the air!~
OthersFound $n catapult launches $N flying head over heels through the air!~
VictFound   $n catapults you flying head over heels up high through the air!~
CharAuto    You play with the catapult, but seem to be lost in its simplicity.~
End

#SOCIAL
Name        catnap~
CharNoArg   You curl into a tiny ball and go to sleep.~
OthersNoArg $n curls $mself into a tiny ball and goes to sleep.~
CharFound   You curl up in $S lap and go to sleep.~
OthersFound $n curls up in $N's lap and goes to sleep.~
VictFound   $n curls up in your lap and goes to sleep.~
CharAuto    You curl into a tiny ball and go to sleep.~
OthersAuto  $n curls $mself into a tiny ball and goes to sleep.~
End

#SOCIAL
Name        cears~
CharNoArg   You cover your ears.~
OthersNoArg $n covers $s ears.~
CharFound   You cover your ears and refuse to listen to $M.~
OthersFound $n covers $s ears and refuses to listen to $N.~
VictFound   $n covers $s ears and refuses to listen to you.~
CharAuto    Just don't talk if you don't want to hear yourself!~
OthersAuto  $n covers $s ears and refuses to listen to $mself, wierdo!~
NotFound    You aren't listening to them anyways because they aren't here.~
End

#SOCIAL
Name        ceyes~
CharNoArg   You cover your eyes.~
OthersNoArg $n covers $s eyes.~
CharFound   You cover your eyes and refuse to look at $M.~
OthersFound $n covers $s eyes and refuses to look at $N.~
VictFound   $n covers $s eyes and refuses to look at you.~
CharAuto    You cover your eyes and refuse to look at your reflection in the mirror.~
OthersAuto  $n holds up a mirror to $s face and covers $s eyes, can you blame $m?~
NotFound    You aren't looking at them anyways for they aren't here.~
End

#SOCIAL
Name        chant~
CharNoArg   You mumble something to yourself.~
OthersNoArg $n mumbles something to $mself.~
CharAuto    You mumble something completely meaningless.~
OthersAuto  $n mumbles to $mself, words you do not understand.~
End

#SOCIAL
Name        cheer~
CharNoArg   You make a whole lot of noisy cheering type noises!~
OthersNoArg $n cheers!~
CharFound   You happily cheer for $N.~
OthersFound $n cheers for $N.~
VictFound   $n cheers for you happily!~
CharAuto    You cheer for yourself, yahoo!~
OthersAuto  $n cheers for $mself? What an ego!~
NotFound    You try and cheer for them, but that person is not here.~
End

#SOCIAL
Name        chide~
CharNoArg   You chide the Gods.~
OthersNoArg A dark cloud hovers over $n head.~
CharFound   You chide $M gently.~
OthersFound $n chides $N gently.~
VictFound   $n chides you gently.~
CharAuto    You chide yourself for thinking such a thing.~
OthersAuto  $n chides $mself for thinking such a thing.~
NotFound    WHO??~
End

#SOCIAL
Name        chuckle~
CharNoArg   You chuckle politely.~
OthersNoArg $n chuckles politely.~
CharFound   You chuckle at $S actions.~
OthersFound $n chuckles at $N's actions.~
VictFound   $n chuckles at your actions.~
CharAuto    You chuckle at your amazing wit.~
OthersAuto  $n chuckles at $mself, hmm $n must be up to something!~
NotFound    HEHEHE HAHAHA, its so funny that the person decided to leave!~
End

#SOCIAL
Name        clap~
CharNoArg   You clap your hands together.~
OthersNoArg $n shows $s approval by clapping $s hands together.~
CharFound   You clap your hands in approval at $M.~
OthersFound $n claps $s hands in approval at $N.~
VictFound   $n claps $s hands in approval at you.~
CharAuto    You clap your hands in approval at yourself, hurray for you!~
OthersAuto  $n claps $s hands in approval for $mself, what a sad person.~
NotFound    Where are people when you need them?~
End

#SOCIAL
Name        comb~
CharNoArg   You comb your hair - perfect.~
OthersNoArg $n combs $s hair, what a dashing specimen !~
CharFound   You patiently untangle $N's hair - what a mess !~
OthersFound $n tries patiently to untangle $N's hair.~
VictFound   $n pulls your hair in an attempt to comb it.~
CharAuto    You pull your hair, but it will not be combed.~
OthersAuto  $n tries to comb $s tangled hair.~
NotFound    That person is not here.~
End

#SOCIAL
Name        comfort~
CharNoArg   Does someone need comforting?~
OthersNoArg $n looks for someone to comfort.~
CharFound   You comfort $M.~
OthersFound $n comforts $N.~
VictFound   $n comforts you.~
CharAuto    You make a vain attempt to comfort yourself.~
OthersAuto  $n tries in vain to comfort $mself, awww poor fellow.~
NotFound    Comfort who?~
End

#SOCIAL
Name        compliment~
CharNoArg   Compliment?  That's sweet.  But who?~
OthersNoArg $n looks around for someone to compliment, how about you?~
CharFound   You compliment $M on $S good taste.~
OthersFound $n compliments $N's good taste.~
VictFound   $n compliments your good taste.~
CharAuto    You compliment your good taste.~
OthersAuto  $n compliments $s own good taste, since nobody else will!~
NotFound    Well, that's nice and all but they aren't here.~
End

#SOCIAL
Name        confess~
CharNoArg   You kneel down and confess your sins to the gods!~
OthersNoArg $n kneels down and confesses $s sins to the gods!~
CharFound   You confess your deepest secrets to $M.~
OthersFound $n confesses $s deepest secrets to $N.~
VictFound   $n confesses $s deepest secrets to you!~
CharAuto    You contemplate the mistakes you have made in life.~
OthersAuto  $n contemplates the mistakes $e has made in life.~
NotFound    Alas, they are not here to confess to.~
End

#SOCIAL
Name        console~
CharNoArg   Ok!  Let's see here...  Who needs to be consoled?~
OthersNoArg $n looks around the room for some poor soul to console.~
CharFound   You console $M and try to make $M feel better.~
OthersFound $n consoles $N and tries to make $M feel better.~
VictFound   $n consoles you and tries to make you feel better.~
CharAuto    Oh, what's wrong?  *console*~
OthersAuto  $n tries in vain to console $mself, how pitifull.~
NotFound    Don't worry!  They aren't here to console...~
End

#SOCIAL
Name        cough~
CharNoArg   Yuck, try to cover your mouth next time !~
OthersNoArg $n coughs loudly.~
CharFound   You cough loudly in $S face.~
OthersFound $n coughs loudly in $N's face.~
VictFound   $n coughs loudly in your face, ewwwww!~
CharAuto    You try to cough in your face, but it gets stuck and you almost choke!~
OthersAuto  $n turns blue for a bit, gasping for air.~
NotFound    You better make sure that person is here first.~
End

#SOCIAL
Name        cower~
CharNoArg   You cower in fear.~
OthersNoArg $n cowers in fear.~
CharFound   You cower in fear before $S wrath.~
OthersFound $n cowers in fear before $N's wrath.~
VictFound   $n cowers in fear before your wrath.~
CharAuto    You cower in fear of yourself?~
OthersAuto  $n seems to be afraid of $mself.~
NotFound    No need to fear!  They aren't here!~
End

#SOCIAL
Name        cringe~
CharNoArg   You cringe in terror.~
OthersNoArg $n cringes in terror!~
CharFound   You cringe away from $M.~
OthersFound $n cringes away from $N in mortal terror.~
VictFound   $n cringes away from you.~
CharAuto    If YOU get that frightened, think about the rest of the world!~
OthersAuto  $n slowly crumples into nothingness, in fear of $mself.~
NotFound    I don't see anyone by that name here.. who are you afraid of?~
End

#SOCIAL
Name        cross~
CharNoArg   You cross your fingers and pray for the best.~
OthersNoArg $n crosses $s fingers and prays.~
CharFound   You cross your fingers and pray for $M.~
OthersFound $n crosses $s fingers and prays for $N.~
VictFound   $n crosses $s fingers and prays for you.~
CharAuto    You cross your fingers and pray for yourself.~
OthersAuto  $n crosses $s fingers and prays for $mself.~
NotFound    Ah, but they are not here.~
End

#SOCIAL
Name        cry~
CharNoArg   Waaaaah..~
OthersNoArg $n bursts into tears.~
CharFound   You cry on $S shoulder.~
OthersFound $n cries on $N's shoulder.~
VictFound   $n cries on your shoulder.~
CharAuto    You cry to yourself.~
OthersAuto  $n sobs quietly to $mself.~
NotFound    Who's that?~
End

#SOCIAL
Name        cuddle~
CharNoArg   Who do you feel like cuddling today?~
OthersNoArg $n looks around the room for someone to cuddle.~
CharFound   You cuddle $M.~
OthersFound $n cuddles $N.~
VictFound   $n cuddles you.~
CharAuto    You must feel very cuddly indeed..   :)~
OthersAuto  $n cuddles $mself, since noone else will!~
NotFound    Such a nice gesture, but they aren't here.~
End

#SOCIAL
Name        curse~
CharNoArg   You swear loudly for a long time.~
OthersNoArg $n swears: #@*"*&^$$%@*&! !!!!!~
CharFound   You swear at $N the best you can.~
OthersFound $n swears loudly at $N.~
VictFound   $n swears loudly at you: #@*"*&^$$%@*&! !!!!!~
CharAuto    You are right, you are a bastard.~
OthersAuto  $n swears at $mself. $e has finally realized that $e is a jerk.~
NotFound    Watch your tongue.  Lucky for you that no one could hear it.~
End

#SOCIAL
Name        curtsey~
CharNoArg   You curtsey to your audience.~
OthersNoArg $n curtseys gracefully.~
CharFound   You curtsey gracefully before $M.~
OthersFound $n curtseys gracefully before $N.~
VictFound   $n curtseys gracefully in front of you.~
CharAuto    You practice your curtsey.  How about trying it on someone else???~
OthersAuto  $n attempts to curtsey before $mself, but just falls on the ground.~
NotFound    Curtsey to who??~
End

#SOCIAL
Name        dance~
CharNoArg   Feels silly, doesn't it?~
OthersNoArg $n tries to breakdance, but nearly breaks $s neck!~
CharFound   You lead $M to the dancefloor.~
OthersFound $n sends $N across the dancefloor.~
VictFound   $n sends you across the dancefloor.~
CharAuto    You skip and dance around by yourself.~
OthersAuto  $n skips a light Fandango.~
NotFound    Eh, WHO?~
End

#SOCIAL
Name        daydream~
CharNoArg   You dream of better times.~
OthersNoArg $n looks absent-minded, $s eyes staring into space.~
End

#SOCIAL
Name        dizzy~
CharNoArg   You are so dizzy from all this chatter.~
OthersNoArg $n spins twice and hits the ground, dizzy from all this chatter.~
CharFound   You are dizzy from all of $N's chatter.~
OthersFound $n spins twice and hits the ground, dizzy from all $N's chatter.~
VictFound   $n spins twice and hits the ground, dizzy from all your chatter.~
CharAuto    You are dizzy from lack of air.  Don't talk so much!~
OthersAuto  $n spins twice and falls to the ground from lack of air.~
End

#SOCIAL
Name        doh~
CharNoArg   You slap your forehead and say '"DOH!"~
OthersNoArg $n slaps $mself on the head and yells, "DOH!"~
CharFound   You backhand $N's forehead and say, "DOH!."~
OthersFound $n slaps $N on the head and says, "DOH!".~
VictFound   $n looks at you with disdain before slapping your forehead and saying, "DOH!"~
CharAuto    Slapping your forehead, you yell "DOH!" at yourself.~
OthersAuto  $n keeps hitting $mself in the head and uttering, "Doh!"~
End

#SOCIAL
Name        drool~
CharNoArg   You drool a little.~
OthersNoArg $n drools down $s front.~
CharFound   You can't help drooling a bit on $N.~
OthersFound $n drools all over $N.~
VictFound   $n drools all over you.  Maybe this is going a bit too far.~
CharAuto    You drool all over yourself.  Ah, what a relieving feeling!~
OthersAuto  $n drools all over $mself, in ecstasy.~
NotFound    Drool all you want.  That person is not here.~
End

#SOCIAL
Name        duck~
CharNoArg   Whew!  That was close!~
OthersNoArg $n is narrowly missed by a low-flying dragon.~
CharFound   You duck behind $M.  Whew!  That was close!~
OthersFound $n ducks behind $N to avoid the fray.~
VictFound   $n ducks behind you to avoid the fray.~
CharAuto    You duck behind yourself.  Oww that hurts!~
OthersAuto  $n tries to duck behind $mself.  $n needs help getting untied now.~
End

#SOCIAL
Name        eep~
CharNoArg   You eep!~
OthersNoArg $n eeps!~
CharFound   You look at $N and say 'Eep!'~
OthersFound $n looks at $N and says 'Eep'!~
VictFound   $n looks at you and says 'Eep'!~
CharAuto    You want to eep yourself? No way!~
End

#SOCIAL
Name        eh~
CharNoArg   You cup your ear, and look around.~
OthersNoArg $n cups $s ear, and bellows, 'EH?'~
CharFound   You cup your ear towards $m.~
OthersFound $n cups $s ear towards $N. Eh?~
VictFound   $n cups $s ear towards you. Eh?~
CharAuto    Can't even hear yourself talk?~
NotFound    No wonder you can't hear them--they are not here!~
End

#SOCIAL
Name        excellent~
CharNoArg   You steeple your fingers and say 'Excellent'~
OthersNoArg $n steeples his fingers and says 'Excellent'~
NotFound    You think to yourself, 'Excellent'~
End

#SOCIAL
Name        eyebrow~
CharNoArg   You raise an eyebrow.~
OthersNoArg $n raises an eyebrow.~
CharFound   You raise an eyebrow at $M.~
OthersFound $n raises an eyebrow at $N.~
VictFound   $n raises an eyebrow at you.~
CharAuto    You raise an eyebrow at yourself.  That hurt!~
OthersAuto  $n raises an eyebrow at $mself.  That must have hurt!~
End

#SOCIAL
Name        faint~
CharNoArg   You feel dizzy and hit the ground like a board.~
OthersNoArg $n's eyes roll back in $s head and $e crumples to the ground.~
CharFound   You faint into $S arms.~
OthersFound $n faints into $N's arms.~
VictFound   $n faints into your arms.  How romantic.~
CharAuto    You look down at your condition and faint.~
OthersAuto  $n looks down at $s condition and faints dead away.~
End

#SOCIAL
Name        fart~
CharNoArg   Where are your manners ?~
OthersNoArg $n lets off a real rip-roarer !~
End

#SOCIAL
Name        fear~
CharNoArg   You are overcome by fear and begin shaking uncontrollably.~
OthersNoArg $n is overcome by fear and begins shaking uncontrollbly.~
CharFound   You look at $N and are overcome by fear.~
OthersFound $n looks at $N and is overcome by fear. $n's knees start knocking.~
VictFound   $n takes one look at you and is overcome by fear. $n's knees begin to knock and $s legs buckle.~
End

#SOCIAL
Name        finger~
CharNoArg   You flip the bird at no-one in particular.~
OthersNoArg $n gestures vehemently at the air around $m.~
CharFound   You flip the bird at $M.~
OthersFound $n flips the bird at $N.~
VictFound   $n gives you the finger!~
CharAuto    You make articulate hand gestures at yourself.~
OthersAuto  $n flips $mself the bird.~
NotFound    Flip the bird at whom?~
End

#SOCIAL
Name        flex~
CharNoArg   You flex your arms!~
OthersNoArg $n flexes $s arms!~
End

#SOCIAL
Name        flip~
CharNoArg   You flip head over heels.~
OthersNoArg $n flips head over heels.~
End

#SOCIAL
Name        flirt~
CharNoArg   Wink wink!~
OthersNoArg $n flirts -- probably needs a date, huh?~
CharFound   You flirt with $M.~
OthersFound $n flirts with $N.~
VictFound   $n wants you to show some interest and is flirting with you.~
CharAuto    You flirt with yourself.~
OthersAuto  $n flirts with $mself.  Hoo boy.~
End

#SOCIAL
Name        flourish~
CharNoArg   You bow with a flourish.~
OthersNoArg $n bows with a flourish.~
CharFound   You bow before $M with a flourish.~
OthersFound $n bows before $N with a flourish.~
VictFound   $n bows before you with a flourish.~
CharAuto    You kiss your toes.~
OthersAuto  $n folds up like a butterfly knife and kisses $s own toes.~
NotFound    Who's that?~
End

#SOCIAL
Name        fondle~
CharNoArg   Who needs to be fondled ?~
CharFound   You fondly fondle $M.~
OthersFound $n fondly fondles $N.~
VictFound   $n fondly fondles you.~
CharAuto    You fondly fondle yourself, feels funny doesn't it ?~
OthersAuto  $n fondly fondles $mself - this is going too far !!~
NotFound    You fondly try to fondle someone not in the room, but who cares.~
End

#SOCIAL
Name        french~
CharNoArg   Kiss whom ??~
CharFound   You give $N a long and passionate kiss, it seems to last forever...~
OthersFound $n kisses $N passionately.~
VictFound   $n gives you a long, slow, passion-filled kiss.~
CharAuto    You gather yourself in your arms and try to kiss you.~
OthersAuto  $n makes an attempt at kissing $mself.~
NotFound    Your heart is filled with despair as that person is not here.~
End

#SOCIAL
Name        frolic~
CharNoArg   You romp around the area, feeling frisky.~
OthersNoArg $n frolics about the area, feeling pretty frisky.~
CharFound   You frolic about $M, feeling frisky.~
OthersFound $n frolics around $N, feeling frisky.~
VictFound   $n frolics around, feeling frisky.~
CharAuto    You frolic about then stumble falling flat on your face!~
OthersAuto  $n frolics about then stumbles and falls down!~
NotFound    Eh?~
End

#SOCIAL
Name        frown~
CharNoArg   What's bothering you?~
OthersNoArg $n frowns.~
CharFound   You frown at $M.~
OthersFound $n frowns at $N.~
VictFound   $n frowns at you.~
CharAuto    $n frowns at $mself, what an idiot.~
OthersAuto  You frown at somebody who isn't here.~
NotFound    You frown at yourself, what an idiot.~
End

#SOCIAL
Name        fslay~
CharNoArg   You fslay.~
CharFound   You slay $N in cold blood!~
