#SKILL
Code         spell_animal_friendship
Dammsg       animal friendship~
Wearoff      You feel less intouch with animals.~
Minlevel     3
End

#SKILL
Name         animal growth~
Type         Spell
Flags        67108864
Target       2
Minpos       7
Slot         125
Mana         20
Rounds       24
Code         spell_smaug
Dammsg       animal growth~
Affect       'l*30' 71 '16' 0
Minlevel     35
End

#SKILL
Name         animal summon one~
Type         Spell
Flags        0
ActType      1
ClassType    5
Minpos       8
Slot         129
Mana         15
Rounds       24
Code         spell_monsum
Dammsg       animal summon one~
Value        9007
Minlevel     15
End

#SKILL
Name         animal summon three~
Type         Spell
Flags        0
ActType      1
ClassType    5
Minpos       8
Slot         131
Mana         25
Rounds       24
Code         spell_monsum
Dammsg       animal summon three~
Value        9021
Minlevel     25
End

#SKILL
Name         animal summon two~
Type         Spell
Flags        0
ActType      1
ClassType    5
Minpos       8
Slot         130
Mana         20
Rounds       24
Code         spell_monsum
Dammsg       animal summon two~
Value        9014
Minlevel     20
End

#SKILL
Name         animate dead~
Type         Spell
Flags        0
Minpos       8
Slot         63
Mana         5
Rounds       12
Code         spell_animate_dead
Dammsg       ~
Wearoff      !animate dead!~
Wearoffroom  !animate dead!~
Wearoffsoon  !animate dead!~
WearoffsoonR !animate dead!~
Minlevel     8
End

#SKILL
Name         animate rock~
Type         Spell
Flags        33554432
Target       4
Minpos       8
Slot         140
Mana         15
Rounds       24
Code         spell_animate_rock
Dammsg       animate rock~
Minlevel     31
End

#SKILL
Name         anti magic shell~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         220
Mana         100
Rounds       24
Code         spell_smaug
Dammsg       ~
Wearoff      The antimagic shell about you flickers and is gone~
Wearoffroom  The shimmering shield around $n sparks brightly and fades away~
Wearoffsoon  The antimagic shell around you sparks~
WearoffsoonR The protective globe about $n sparks suddenly~
Hitchar      $N forms an antimagic shell about $m.~
Hitvict      You form a protective globe of antimagic about you.~
Hitroom      An antimagic shell forms around $N.~
Affect       '48' 70 '100' 0
Minlevel     48
End

#SKILL
Name         armor~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         1
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       armor~
Wearoff      You feel less protected.~
Wearoffroom  $n's mystic armor fades slowly away.~
Hitchar      $N is enveloped with a mystical armor.~
Hitvict      You feel someone protecting you.~
Hitroom      $N is enveloped with a mystical armor.~
Affect       'l*10' 17 '-20' 0
Minlevel     2
End

#SKILL
Name         astral walk~
Type         Spell
Flags        83902464
ActType      1
ClassType    4
Target       2
Minpos       8
Slot         101
Mana         30
Rounds       12
Code         spell_astral_walk
Dammsg       astral walk~
Wearoffsoon  spell 101 please report.~
WearoffsoonR spell 101 please report.~
Hitchar      $N shimmers... then disappears!~
Hitvict      Your body shimmers..and you feel a strange sensation..~
Hitroom      $N fades in and out.. then disappears!~
Minlevel     30
End

#SKILL
Name         babel~
Type         Spell
Flags        67108864
Minpos       8
Mana         10
Rounds       12
Guild        0
Code         spell_smaug
Dammsg       ~
Affect       'l*z' 0 '' 0
Minlevel     61
End

#SKILL
Name         ballistic attack~
Type         Spell
Flags        67108864
Target       1
Minpos       8
Slot         297
Mana         40
Rounds       24
Code         spell_null
Dammsg       ballistic attack~
Minlevel     61
End

#SKILL
Name         barkskin~
Type         Spell
Flags        67108864
Target       2
Minpos       8
Slot         149
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       barkskin~
Wearoff      Your barkskin fades away.~
Wearoffroom  $n's skin stops resembling bark~
Wearoffsoon  Your barkskin is starting to fade~
WearoffsoonR $n's barklike skin starts to go away~
Hitchar      $N's skin seems to have turned into a bark-like texture.~
Hitvict      You skin changes to a texture resembling bark.~
Hitroom      $N's skin seems to have turned into a bark-like texture.~
Affect       '24*20' 17 '-10' 0
Affect       '24*20' 24 '+1' 0
Minlevel     3
End

#SKILL
Name         bless~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         3
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      You feel less righteous.~
Wearoffroom  $n looks less blessed.~
Hitchar      You lay the blessing of your god upon $N.~
Hitvict      A powerful blessing is laid upon you.~
Hitroom      $N beams as a powerful blessing is laid upon $M.~
Affect       '6*z' 18 '1' 0
Affect       '6*z' 24 '-1' 0
Minlevel     1
End

#SKILL
Name         blindness~
Type         Spell
Flags        0
ActType      1
ClassType    7
Target       1
Minpos       7
Slot         4
Mana         15
Rounds       24
Code         spell_blindness
Dammsg       ~
Wearoff      You feel a cloak of blindness dissolve.~
Wearoffroom  $n blinks $s eyes.~
Minlevel     12
End

#SKILL
Name         breath~
Type         Spell
Flags        0
Minpos       8
Slot         105
Mana         200
Rounds       -6
Code         spell_null
Dammsg       breath~
Wearoff      spell 105 please report.~
Wearoffroom  spell 105 please report.~
Wearoffsoon  spell 105 please report.~
WearoffsoonR spell 105 please report.~
Minlevel     61
End

#SKILL
Name         breath of acid~
Type         Spell
Flags        0
DamType      5
Target       1
Minpos       7
Guild        0
Code         spell_acid_breath
Dammsg       ~
Hitchar      You breath acid at $N.~
Hitvict      $n breaths acid at you.~
Hitroom      $n breaths acid at $N~
Minlevel     61
End

#SKILL
Name         breath of fire~
Type         Spell
Flags        0
DamType      1
Target       1
Minpos       7
Guild        0
Code         spell_fire_breath
Dammsg       ~
Hitchar      You breath fire at $N.~
Hitvict      $n breaths fire at you.~
Hitroom      $n breaths fire at $N.~
Minlevel     61
End

#SKILL
Name         breath of frost~
Type         Spell
Flags        0
DamType      2
Target       1
Minpos       7
Guild        0
Code         spell_frost_breath
Dammsg       ~
Hitchar      You breath frost at $N.~
Hitvict      $n breaths frost at you.~
Hitroom      $n breaths frost at $N.~
Minlevel     61
End

#SKILL
Name         breath of gas~
Type         Spell
Flags        0
DamType      6
Target       1
Minpos       7
Guild        0
Code         spell_gas_breath
Dammsg       ~
Hitchar      You breath gas at $N.~
Hitvict      $n breaths gas at you.~
Hitroom      $n breaths gas at $N.~
Minlevel     61
End

#SKILL
Name         breath of lightning~
Type         Spell
Flags        0
DamType      3
Target       1
Minpos       7
Guild        0
Code         spell_lightning_breath
Dammsg       ~
Hitchar      You breath lightning at $N.~
Hitvict      $n breaths lightning at you.~
Hitroom      $n breaths lightning at $N.~
Minlevel     61
End

#SKILL
Name         burning hands~
Type         Spell
Flags        32768
DamType      1
Target       1
Minpos       7
Slot         5
Mana         15
Rounds       24
Code         spell_burning_hands
Dammsg       burning hands~
Hitchar      $c0009You burned $N.~
Hitvict      $c0009You cry out in pain as $n burns you.~
Hitroom      $c0009$N cries out as $n burns $M.~
Misschar     $c0009You miss $N with your burning hands.~
Missvict     $c0009$n reaches for you with burning hands, but misses.~
Missroom     $c0009$n tries to burn $N, but $E escapes.~
Diechar      $c0009You burned $N to death.~
Dievict      $c0009You have been burned to death by $n!~
Dieroom      $c0009$n has burned $N to death.~
Minlevel     6
End

#SKILL
Name         cacaodemon~
Type         Spell
Flags        33554432
ActType      1
ClassType    5
Minpos       8
Slot         98
Mana         50
Rounds       24
Code         spell_cacaodemon
Dammsg       cacaodemon~
Minlevel     29
End

#SKILL
Name         call lightning~
Type         Spell
Flags        0
DamType      3
Target       1
Minpos       7
Slot         6
Mana         20
Rounds       36
Code         spell_call_lightning
Dammsg       call lightning~
Wearoff      !Call Lightning~
Wearoffroom  !Call Lightning~
Hitchar      $c0012You hit $N with your lightning, bullseye~
Hitvict      $c0012You are hit by lightning by $n,ouch~
Hitroom      $c0012$N screams in pain as lightning from $n penetrates $M~
Misschar     $c0012Your lightning bolt scores the ground in front of $N, a misser ~
Missvict     $c0012The ground before you is scored as $n misses you with lightning~
Missroom     $c0012$N jumps backwards in time to avoid lightning sent by $n~
Diechar      $c0012Your lightning bolt kills $N~
Dievict      $c0012You are electrocuted to death by a lightning bolt sent by $n~
Dieroom      $c0012The dead body of $N sizzles in the heat from a lightning bolt sent by $n~
CorpseStr    charred pieces of %s are~
CorpseStg    0
Minlevel     18
End

#SKILL
Name         calm~
Type         Spell
Flags        67108864
Target       2
Minpos       8
Slot         91
Mana         15
Rounds       24
Code         spell_calm
Dammsg       calm~
Hitchar      You sense peace.~
Hitvict      You feel calm.~
Minlevel     2
End

#SKILL
Name         cause critical~
Type         Spell
Flags        67108864
DamType      4
ActType      2
ClassType    5
Target       1
Minpos       7
Slot         56
Mana         11
Rounds       24
Code         spell_smaug
Dammsg       cause critical~
Wearoff      !cause crit!~
Wearoffroom  !cause crit!~
Wearoffsoon  !cause crit!~
WearoffsoonR !cause crit!~
Hitchar      Your touch sends wracking pains through $N's body~
Hitvict      You are almost dissolved in pain as $n touches you~
Hitroom      $N screams as $n critically injures $M~
Misschar     You missed $N with your touch..~
Missvict     $n's spell is wasted as you dodge the blow~
Missroom     $n's spell is wasted as $N dodges the blow~
Diechar      You critically kill $N~
Dievict      You are wracked with searing pain from $n. Then, no more.~
Dieroom      $n's touch critically wounds $N, who dies from the pain~
Dice         3d8+3~
Minlevel     9
End

#SKILL
Name         cause light~
Type         Spell
Flags        67108864
DamType      4
ActType      2
ClassType    5
Target       1
Minpos       7
Slot         55
Mana         8
Rounds       12
Code         spell_smaug
Dammsg       cause light~
Wearoff      !cause light!~
Wearoffroom  !cause light!~
Wearoffsoon  !cause light!~
WearoffsoonR !cause light!~
Hitchar      Your touch sends shivers of pain through $N's body~
Hitvict      You are filled with pain as $n touches you~
Hitroom      $n touches $N, who shivers in pain~
Misschar     You missed $N with your touch..~
Missvict     $n's spell is wasted as you dodge the blow~
Missroom     $n's spell is wasted as $N dodges the blow~
Diechar      Your light wounds are enough to send $N over the brink....~
Dievict      For a moment, $n wracks you with pain.   Then, there is nothing.~
Dieroom      The wounds inflicted by $n are enough to end the life of $N~
Dice         1d8+l/3~
Minlevel     1
End

#SKILL
Name         cause serious~
Type         Spell
Flags        67108864
DamType      4
ActType      2
ClassType    5
Target       1
Minpos       7
Slot         84
Mana         9
Rounds       12
Code         spell_smaug
Dammsg       cause serious~
Wearoff      spell84, please report.~
Wearoffroom  spell84, please report.~
Wearoffsoon  spell84, please report.~
WearoffsoonR spell84, please report.~
Hitchar      Your touch causes $N to writhe in pain.~
Hitvict      $n's touch causes you to writhe in pain.~
Hitroom      $n's touch causes $N to writhe in pain.~
Misschar     Your spell is wasted as $N dodges the blow.~
Missvict     $n's spell is wasted as you dodge the blow.~
Missroom     $n's spell is wasted as $N dodges the blow.~
Diechar      $N falls in a lifeless heap at your touch.~
Dievict      You scream in pain at $n's touch, then there is nothing.~
Dieroom      $N falls in a lifeless heap after $n touches $M.~
Dice         2d8+3~
Minlevel     7
End

#SKILL
Name         chain lightning~
Type         Spell
Flags        67108864
DamType      3
Target       1
Minpos       7
Slot         116
Mana         30
Rounds       24
Code         spell_chain_lightning
Dammsg       chain lightning~
Wearoff      !Chain Lightning!~
Wearoffroom  !Chain Lightning!~
Wearoffsoon  spell 116 please report.~
WearoffsoonR spell 116 please report.~
Hitchar      $c0012The lightning bolt hits $N with full impact.~
Hitvict      $c0012YOU;RE HIT. One of a series of lightning bolts from $n has hit you!~
Hitroom      $c0012$N wavers under the impact of the lightning bolt sent by $n.~
Misschar     $c0012Your aim is going from bad to worse and the lightning bolts miss your targets~
Missvict     $c0012Fortunately, one of the series of lightning bolts from $n has missed you!~
Missroom     $c0012$n fails in hitting $N with a lightning bolt.~
Diechar      $c0012One of your lightning bolts shatters $N to pieces.~
Dievict      $c0012You feel a burst of energy by the bolt of $n and then you feel no more....~
Dieroom      $c0012$N recieves the full blast of a lightning bolt from $n.... and is no more.~
CorpseStr    charred pieces of %s are~
CorpseStg    0
Minlevel     25
End

#SKILL
Name         change form~
Type         Spell
Flags        0
Minpos       8
Slot         120
Mana         20
Rounds       12
Code         spell_polymorph
Dammsg       change form~
Minlevel     12
End

#SKILL
Name         changestaff~
Type         Spell
Flags        33554432
ActType      7
Target       4
Minpos       8
Slot         111
Mana         30
Rounds       24
Code         spell_changestaff
Dammsg       changestaff~
Hitchar      $p vanishes, and $N pops up!~
Hitroom      $N springs up in front of you!~
Minlevel     30
End

#SKILL
Name         charm~
Type         Spell
Flags        67108864
Target       1
Minpos       8
Slot         82
Mana         10
Rounds       24
Code         spell_charm_person
Dammsg       charm monster~
Minlevel     61
End

#SKILL
Name         charm person~
Type         Spell
Flags        0
Target       1
Minpos       8
Slot         7
Mana         10
Rounds       12
Code         spell_charm_person
Dammsg       charm person~
Wearoff      You feel you are in control of your destiny~
Wearoffroom  $n shivers and shakes.~
Wearoffsoon  You are starting to gain back your will~
WearoffsoonR $n seems more in control of $mself~
Minlevel     61
End

#SKILL
Name         charm vegetable~
Type         Spell
Flags        67108864
Target       1
Minpos       8
Slot         137
Mana         5
Rounds       12
Code         spell_charm_vegetable
Dammsg       charm vegetable~
Minlevel     7
End

#SKILL
Name         chill touch~
Type         Spell
Flags        0
DamType      2
Target       1
Minpos       7
Slot         8
Mana         15
Rounds       12
Code         spell_chill_touch
Dammsg       chill touch~
Wearoff      You feel stronger!~
Wearoffroom  $n seems a bit stronger.~
Wearoffsoon  You feel somewhat stronger~
Hitchar      $c0014You chill $N~
Hitvict      $c0014You feel your life flowing away as $n chills you~
Hitroom      $c0014$n chills $N who suddenly seem less lively~
Misschar     $c0014The atmosphere turns chilly as you miss $N~
Missvict     $c0014You dodge $n and $s chill touch~
Missroom     $c0014$n tries unsuccesfully to chill $N~
Diechar      $c0014You chill $N, remember to put flowers on $S grave~
Dievict      $c0014You feel chilled by $n and then you feel no more - RIP~
Dieroom      $c0014$n touches $N who slumps to the ground as a dead lump, rather chilly isn't it ?~
CorpseStr    frozen body of %s is~
CorpseStg    0
Minlevel     3
End

#SKILL
Name         clone~
Type         Spell
Flags        100663296
ActType      1
PowerType    3
Target       4
Minpos       8
Slot         9
Mana         40
Rounds       12
Code         spell_null
Dammsg       clone~
Wearoff      !Clone!~
Wearoffroom  !Clone!~
Wearoffsoon  !Clone!~
WearoffsoonR !Clone!~
Hitchar      You wave your hands wildly!~
Hitvict      $n makes some wierd gestures with $s hands.~
Hitroom      $n is doing something wierd with $s hands.~
Minlevel     61
End

#SKILL
Name         cloud of poison~
Type         Spell
Flags        32768
DamType      6
ActType      2
ClassType    5
Target       1
Minpos       8
Slot         290
Mana         25
Rounds       24
Code         spell_smaug
Dammsg       poison cloud~
Hitchar      $N is surrounded by a mysterious green cloud.~
Hitvict      A greenish cloud forms around you.~
Hitroom      $N is engulfed in a greenish mist.~
Minlevel     8
End

#SKILL
Name         colour spray~
Type         Spell
Flags        0
DamType      4
Target       1
Minpos       7
Slot         10
Mana         20
Rounds       24
Code         spell_colour_spray
Dammsg       colour spray~
Hitchar      Your own private rainbow hits $N in the face - WOWIE~
Hitvict      A sudden burst of colours sends you reeling~
Hitroom      $n throws colours at $N who in vain tries to escape~
Misschar     Your spray of colour misses $N - what a dull world~
Missvict     $n unsuccesfully tries to add colour to your life~
Missroom     $n splashes colour everywhere except $N~
Diechar      $c0009YOU KILLED $N $c0004!$c0005!$c0006!$c0007 - don't you feel ashamed~
Dievict      Your head is filled with all the colours of the rainbow before it bursts~
Dieroom      $n makes $N into a colourful corpse~
CorpseStr    lovely rainbow coloured corpse of %s is~
CorpseStg    0
Minlevel     14
End

#SKILL
Name         command~
Type         Spell
Flags        67108864
Target       1
Minpos       7
Slot         119
Mana         3
Rounds       24
Code         spell_null
Dammsg       command~
Wearoff      spell 119 please report.~
Wearoffroom  spell 119 please report.~
Wearoffsoon  spell 119 please report.~
WearoffsoonR spell 119 please report.~
Minlevel     61
End

#SKILL
Name         commune~
Type         Spell
Flags        0
Minpos       8
Slot         128
Mana         10
Rounds       24
Code         spell_null
Dammsg       commune~
Wearoff      spell 128 please report.~
Wearoffroom  spell 128 please report.~
Wearoffsoon  spell 128 please report.~
WearoffsoonR spell 128 please report.~
Minlevel     61
End

#SKILL
Name         comprehend languages~
Type         Spell
Flags        67108864
Target       2
Minpos       8
Slot         255
Mana         10
Rounds       12
Code         spell_smaug
Dammsg       comprehend languages~
Wearoff      You feel your ability to understand other languages fade.~
Wearoffsoon  You feel your ability to understand languages waver breifly.~
Hitchar      $N's ability to comprehend languages has improved.~
Hitvict      You sense your ability to understand languages improve.~
Affect       'l*20' 0 '' 0
Minlevel     1
End

#SKILL
Name         cone of cold~
Type         Spell
Flags        294912
DamType      2
ActType      1
ClassType    6
Minpos       7
Slot         70
Mana         15
Rounds       16
Code         spell_smaug
Dammsg       cone of cold~
Wearoff      spell1, please report.~
Wearoffroom  spell1, please report.~
Wearoffsoon  spell1, please report.~
WearoffsoonR spell1, please report.~
Hitchar      $c0014You hit $N with your cone of cold.~
Hitvict      $c0014$n hits you with a cone of cold.. brrrrrrrrr.~
Hitroom      $c0014$n hits $N with a cone of cold.~
Misschar     $c0014$N laughs at your cone of cold, and moves out of the way.~
Missvict     $c0014You move out of the way of $n's cone of cold.~
Missroom     $c0014$N avoids $n's ice cone.~
Diechar      $c0014$N is frozen to death by your cone of cold.~
Dievict      $c0014You are chilled to the bone by $n's cone of cold.~
Dieroom      $c0014$n kills $N with a cone of ice.~
CorpseStr    frozen body of %s is~
CorpseStg    0
Dice         LD5~
Minlevel     17
End

#SKILL
Name         conjure elemental~
Type         Spell
Flags        0
PowerType    3
Minpos       8
Slot         93
Mana         30
Rounds       24
Code         spell_conjure_elemental
Dammsg       conjure elemental~
Value        10
Minlevel     11
End

#SKILL
Name         continual light~
Type         Spell
Flags        33554432
ActType      1
PowerType    1
Minpos       8
Slot         90
Mana         10
Rounds       24
Code         spell_smaug
Dammsg       continual light~
Wearoff      spell90, please report.~
Wearoffroom  spell90, please report.~
Wearoffsoon  spell90, please report.~
WearoffsoonR spell90, please report.~
Hitchar      you twiddle your thumbs and a bright ball of light suddenly appears!~
Hitvict      $N waves $s hands and a bright ball of light appears!~
Dice         0~
Value        87
Minlevel     10
End

#SKILL
Name         control weather~
Type         Spell
Flags        32768
Minpos       8
Slot         11
Mana         25
Rounds       36
Code         spell_control_weather
Dammsg       ~
Wearoff      !Control Weather!~
Wearoffroom  !Control Weather!~
Wearoffsoon  !Control Weather!~
WearoffsoonR !Control Weather!~
Minlevel     61
End

#SKILL
Name         create food~
Type         Spell
Flags        33554432
ActType      1
PowerType    1
Minpos       8
Slot         12
Mana         5
Rounds       12
Code         spell_create_food
Dammsg       ~
Wearoff      !Create Food!~
Wearoffroom  !Create Food!~
Wearoffsoon  !Create Food!~
WearoffsoonR !Create Food!~
Dice         0~
Value        20
Minlevel     5
End

#SKILL
Name         create light~
Type         Spell
Flags        33554432
ActType      1
Minpos       8
Slot         89
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       create light~
Wearoff      spell89, please report.~
Wearoffroom  spell89, please report.~
Wearoffsoon  spell89, please report.~
WearoffsoonR spell89, please report.~
Hitchar      You twiddle your thumbs and a bright ball of light suddenly appears!~
Hitroom      $n waves $s hands and a bright ball of light appears!~
Dice         (20*24)*l~
Value        20
Minlevel     61
End

#SKILL
Name         create water~
Type         Spell
Flags        0
Target       4
Minpos       8
Slot         13
Mana         5
Rounds       12
Code         spell_create_water
Dammsg       ~
Wearoff      !Create Water!~
Wearoffroom  !Create Water!~
Wearoffsoon  !Create Water!~
WearoffsoonR !Create Water!~
Minlevel     2
End

#SKILL
Name         creeping death~
Type         Spell
Flags        0
Minpos       8
Slot         127
Mana         50
Rounds       36
Code         spell_null
Dammsg       creeping death~
Wearoff      spell 127 please report.~
Wearoffroom  spell 127 please report.~
Wearoffsoon  spell 127 please report.~
WearoffsoonR spell 127 please report.~
Minlevel     61
End

#SKILL
Name         cure blindness~
Type         Spell
Flags        0
ActType      2
ClassType    7
Target       2
Minpos       8
Slot         14
Mana         5
Rounds       12
Code         spell_cure_blindness
Dammsg       ~
Wearoff      !Cure Blind!~
Wearoffroom  !Cure Blind!~
Wearoffsoon  !Cure Blind!~
WearoffsoonR !Cure Blind!~
Hitchar      $N can see again!~
Hitvict      You are able to see again!~
Hitroom      $N can see everyone in the room again.~
Minlevel     5
End

#SKILL
Name         cure critical~
Type         Spell
Flags        0
Target       2
Minpos       5
Slot         15
Mana         11
Rounds       24
Code         spell_smaug
Dammsg       ~
Wearoff      !Cure Critic!~
Wearoffroom  !Cure Critic!~
Wearoffsoon  !Cure Critic!~
WearoffsoonR !Cure Critic!~
Hitchar      $N looks better.~
Hitvict      You feel better!~
Hitroom      $N looks better.~
Affect       '' 13 '3d8+(l-10)' 0
Minlevel     9
End

#SKILL
Name         cure light~
Type         Spell
Flags        0
Target       2
Minpos       5
Slot         16
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Cure Light!~
Wearoffroom  !Cure Light!~
Wearoffsoon  !Cure Light!~
WearoffsoonR !Cure Light!~
Hitchar      $N looks better.~
Hitvict      You feel better!~
Hitroom      $N looks better.~
Affect       '' 13 '1d8+(l/3)' 0
Minlevel     1
End

#SKILL
Name         cure poison~
Type         Spell
Flags        67108864
ActType      6
ClassType    5
Target       2
Minpos       8
Slot         43
Mana         5
Rounds       12
Code         spell_cure_poison
Dammsg       remove poison~
Hitchar      $N doesn't seem to be sick anymore.~
Hitvict      You don't feel sick anymore.~
Hitroom      $N has been cured from poison.~
Minlevel     6
End

#SKILL
Name         cure serious~
Type         Spell
Flags        0
Target       2
Minpos       5
Slot         83
Mana         9
Rounds       12
Code         spell_smaug
Dammsg       cure serious~
Wearoff      spell83, please report.~
Wearoffroom  spell83, please report.~
Wearoffsoon  spell83, please report.~
Hitchar      $N looks better.~
Hitvict      You feel better!~
Hitroom      $N looks better.~
Affect       '' 13 '2d8+(l/2)' 0
Minlevel     7
End

#SKILL
Name         curse~
Type         Spell
Flags        100663296
ActType      6
ClassType    6
Minpos       8
Slot         17
Mana         20
Rounds       24
Code         spell_curse
Dammsg       curse~
Wearoff      You feel better.~
Wearoffroom  $n looks better~
Hitchar      $N is briefly surrounded by a red aura!~
Hitvict      You feel quite uncomfortable!~
Hitroom      A red aura briefly surrounds $N!~
Minlevel     1
End

#SKILL
Name         darkness~
Type         Spell
Flags        67108864
Target       2
Minpos       8
Slot         215
Mana         15
Rounds       12
Code         spell_smaug
Dammsg       darkness~
Wearoff      The dark globe about you fades away.~
Wearoffroom  The dark globe around $n fades away~
Wearoffsoon  You sense your globe of darkness fading~
Hitchar      $n summons a black globe about $m.~
Hitvict      You summon a black globe about you.~
Hitroom      $n summons a black globe around $N.~
Affect       'l*20' 37 '5' 0
Minlevel     3
End

#SKILL
Name         demon slayer~
Type         Spell
Flags        67108864
Target       2
Minpos       8
Slot         340
Mana         200
Rounds       24
Guild        0
Code         spell_smaug
Dammsg       ~
Participants 2
Affect       '10' 83 '21' 0
Minlevel     61
End

#SKILL
Name         detect evil~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         18
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      You sense the red in your vision disappear.~
Wearoffroom  $n blinks $s eyes, the reddish hue vanishes~
Hitchar      $N's eyes briefly glow white.~
Hitvict      Your eyes tingle.~
Hitroom      $N's eyes briefly glow white.~
Affect       'l*24' 26 'detect evil' 4
Minlevel     1
End

#SKILL
Name         detect invisibility~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         19
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your ability to see things invisible wears off.~
Wearoffroom  $n blinks $s eyes, the yellowish hue vanishes~
Hitchar      $N's eyes briefly glow yellow.~
Hitvict      Your eyes briefly glow yellow.~
Hitroom      $N's eyes briefly glow yellow.~
Affect       'l*24' 26 'detect invisibility' 8
Minlevel     2
End

#SKILL
Name         detect magic~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         20
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       detect magic~
Wearoff      Your ability to see magic wears off.~
Wearoffroom  $n blinks $s eyes, the blueish hue vanishes~
Hitchar      $N's eyes briefly glow blue.~
Hitvict      Your eyes tingle.~
Hitroom      $N's eyes briefly glow blue.~
Affect       'l*24' 26 'detect magic' 16
Minlevel     1
End

#SKILL
Name         detect poison~
Type         Spell
Flags        33554432
DamType      6
ActType      5
Target       4
Minpos       8
Slot         21
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your ability to see poison wears off.~
Wearoffroom  $n blinks $s eyes, the whiteish hue vanishes~
Hitchar      $N can detect poison now.~
Hitvict      ok. You can detect poison now.~
Hitroom      $N can detect poison now.~
Minlevel     61
End

#SKILL
Name         disintegrate~
Type         Spell
Flags        67108864
DamType      4
ActType      1
ClassType    6
Target       1
Minpos       8
Slot         245
Mana         45
Rounds       12
Code         spell_disintegrate
Dammsg       disintegrate~
Hitchar      &GYou smile happily as your disintegration ray hits $N!~
Hitvict      &GYour body quivers and shakes as $n hits you with a disintegration ray, but you manage to stay together.~
Hitroom      &G$n cackles as $s disintegration ray strikes $N hard!~
Misschar     &GYou miss disintegrating $N by just a few inches!~
Missvict     &G$n misses you with a mis-fired disintegrating ray!~
Missroom     &GA disintegration ray from $n misses $N, CLOSE!~
Diechar      &GYou disintegrate $N into small bits!~
Dievict      &GYou scream as you fly into a million pieces, $n grins evilly.~
Dieroom      &G$n disintegrates $N into a pile of dust!~
CorpseStr    remaining bits and pieces of %s are~
CorpseStg    0
Minlevel     48
End

#SKILL
Name         dispel evil~
Type         Spell
Flags        0
Target       1
Minpos       7
Slot         22
Mana         15
